gene,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches
PRDM16,True,0.004335514486916877,1.3326606497440932,0.70219105,3
AL365255.1,True,0.025126726586396492,1.5313078395422908,1.1828264,7
CA6,True,0.08760139430813971,1.548953427971211,1.2711242,5
KAZN,True,0.14398703651253913,2.1600900688160243,2.9344995,10
AL357873.1,True,0.004629569797787108,1.3292805844142417,0.693029,3
FHAD1,True,0.032669672187739716,1.358273205472719,0.7451457,4
PADI4,True,0.2083718776388414,1.6599682424257007,1.4218038,8
ALPL,True,0.005413793500930374,1.6856945420067255,1.5044215,3
C1QA,True,0.033313262811447655,1.4568750042945862,0.98917615,6
C1QB,True,0.01103515917601755,1.252614810078893,0.7022523,4
CNR2,True,0.1689394304510552,1.5809376836978608,1.2179984,4
IFNLR1,True,0.055618010166553065,1.4364348383234473,0.9498073,3
RCAN3,True,0.8076361387831412,1.827539608786458,1.0877589,4
CLIC4,True,0.4518448427705374,1.7515329244250328,1.367767,7
RUNX3,True,1.2289669424928906,1.9525202616301407,0.9652704,4
MAN1C1,True,0.47112939303933415,1.6965002890819805,1.1639559,4
ZNF683,True,0.036687005768783955,1.4394381342410276,0.94809216,4
AL139286.3,True,0.01527993922147405,1.3427848599653593,0.6125981,3
CSF3R,True,0.9511530431619521,2.0858769644346733,1.7679112,9
AL139260.1,True,0.1368615707005549,1.5424677838618694,1.2159998,4
SCMH1,True,0.8571831892076563,1.9071138448310556,1.3377664,7
HIVEP3,True,1.1775424454992063,2.112099853574271,1.6019921,9
CCDC30,True,0.1368025152118562,1.5468558782613557,1.169591,6
ST3GAL3,True,0.5013128371357353,1.723006957970624,1.2191205,6
ZSWIM5,True,0.3107375107136914,1.947707071110082,2.1715846,9
TESK2,True,0.26304078878689324,1.555483179421205,1.1314085,5
MAST2,True,0.2803793611970328,1.4954681653325508,0.88774383,3
PIK3R3,True,0.06633039771879663,1.5401335626432047,1.2311214,7
AGBL4,True,0.07763368404236562,2.3437969545853434,3.4072149,10
AC099788.1,True,0.0029644246606541705,1.4003869433575455,0.8081663,4
LINC01562,True,0.00799915468744862,1.3065511564932697,0.5440874,3
AC104170.1,True,0.05903898737555109,1.5677700716167369,1.3129089,7
ZFYVE9,True,0.17729294970980009,1.5948657671940785,1.3724512,7
SHISAL2A,True,0.47329186395505085,1.636939237840755,0.8828695,3
NDC1,True,0.22536538566839254,1.5103384449288035,1.0931115,6
AC096536.3,True,0.012680290547799084,1.4441488848512984,0.9575197,4
MIR4422HG,True,0.025822564652695952,1.5978999138401533,1.3856304,8
AC119674.1,True,0.011526845551003567,1.3053488273946043,0.56719637,3
PLPP3,True,0.039400663037360444,1.5523772690789215,1.2862802,4
DAB1,True,0.2765371701793375,1.907330476419982,2.1702785,10
AL136985.3,True,0.013129581373744823,1.3324712121082327,0.55359834,3
LINC01135,True,0.11205526250250053,1.4891435568877687,1.0711228,3
FGGY,True,0.3895605185298079,1.7217033021557995,1.3549788,6
AC099792.1,True,0.0032064276983045778,1.4073113504431325,0.78219277,3
NFIA,True,0.6264159958174942,2.0062085764172677,1.9666938,10
PATJ,True,1.0596093266919904,2.0265487885337405,1.4046,6
ATG4C,True,0.23414202265979375,1.426347558707852,0.6982833,3
BX004807.1,True,0.012586230091920309,1.3904878549204844,0.80230284,5
ROR1,True,0.34132569176596844,2.521777861132469,3.6308572,10
ROR1-AS1,True,0.03924818996859937,1.3168492443073567,0.5746791,3
CACHD1,True,0.05437984744530128,1.6244320723568433,1.4355551,7
DNAJC6,True,0.0676108488581875,1.7469801281233313,1.8047252,9
AL139294.1,True,0.012763334334901483,1.4148518726555934,0.8882674,3
LEPR,True,0.17693635530993976,1.6746362696522645,1.5594547,8
PDE4B,True,1.3749298882639835,2.3508698127943437,1.8077836,7
SLC35D1,True,0.4742750783494632,1.6253317796806375,0.9398738,3
C1orf141,True,0.008739180111156779,1.3419214930198535,0.70183694,3
IL23R,True,0.015086402023472908,1.4783454342307831,1.0329757,3
IL12RB2,True,0.28865891810310884,2.216811733247662,3.223887,10
LRRC7,True,0.197260539825719,1.9677242906425598,2.2870753,8
PTGER3,True,0.007788211123450277,1.3530958876648433,0.71770436,3
ZRANB2-AS2,True,0.04776938658179646,1.7365487517073128,1.7767432,8
NEGR1,True,0.2594877356139311,2.3642564043517305,3.7192733,10
AL513166.1,True,0.07001832071763633,1.7700157052659555,1.9144915,7
LRRIQ3,True,0.008844846913259773,1.4205435765090928,0.9257552,5
TNNI3K,True,0.06175179913066212,1.6056184623297547,1.3956592,6
SLC44A5,True,0.0345657765848765,1.4625563556415933,0.99049455,4
ST6GALNAC3,True,0.7996410078224431,2.1950315544691676,2.2694118,10
ST6GALNAC5,True,0.0062819272277844385,1.541901489935587,1.1657952,4
AL035409.1,True,0.003973966884257329,1.2962674670146517,0.56704295,3
PIGK,True,0.317592188188476,1.6241247496104272,1.13965,4
AK5,True,0.360981159925433,2.0446519157886796,2.478296,9
GIPC2,True,0.029206948151606245,1.4614581306002155,1.0077996,3
IFI44L,True,0.4008537040333369,1.6648286342331278,1.2690198,6
ADGRL4,True,0.0071282410826633575,1.307823069180643,0.952498,5
LINC01362,True,0.11713801978926389,2.084268410809481,2.6666703,9
LINC01725,True,0.22708335660958423,2.25976561589412,3.1261795,10
TTLL7,True,0.015906855812781596,1.4150852572141133,0.8420773,3
SSX2IP,True,0.16187085778232446,1.4367289120218496,0.94400364,3
MCOLN2,True,0.4628567815875697,1.6768466328187066,1.120454,3
WDR63,True,0.06327487014067955,1.6228706041341279,1.4291556,6
SYDE2,True,0.07600394420184439,1.4351522485465638,0.9511684,3
AL078459.1,True,0.11114576172051882,1.9589585673008443,2.3849664,10
DDAH1,True,0.015537294123132383,1.489082871893559,1.1096926,5
COL24A1,True,0.06425877554884965,2.0003295894508577,2.468716,9
LINC02795,True,0.022931681084388568,1.5461655650977195,1.2359496,6
CLCA4-AS1,True,0.03464314945716026,1.6890979146817329,1.6262076,9
HS2ST1,True,0.8851572068078181,1.8886443848557406,1.1154226,6
AL596214.1,True,0.03303885199433394,1.4269882227060848,0.911146,3
HFM1,True,0.008763462002005316,1.3157947120153641,0.6170748,3
TGFBR3,True,1.1597202733945102,2.4682557789415935,2.6164355,9
EPHX4,True,0.017677717518310487,1.4302183338587444,0.9175135,3
BTBD8,True,0.10207932611409273,1.520872425856132,1.1782024,6
EVI5,True,1.1306555847502529,1.9192007799963473,1.058384,5
DIPK1A,True,0.8452014103926606,1.8703127921202767,1.1811846,5
FNBP1L,True,0.04752446418226815,1.5500907818797294,1.2419839,6
BCAR3,True,0.1655585839404154,1.6447690925384646,1.5040319,7
CNN3,True,0.011829011664072107,1.372326030863036,0.7174138,3
ALG14,True,0.13895281698912523,1.5654739505802724,1.2371264,7
DPYD,True,3.113056404577193,2.873212234716615,0.7132826,3
PLPPR5,True,0.002519126502557125,1.3345368439272354,0.68180114,3
AL445928.2,True,0.04317153377999316,1.3563151326905303,0.7280896,3
CDC14A,True,1.858542960149269,2.415576120720825,1.1760287,4
AC093157.1,True,0.2895848652237126,1.566230249724198,1.0882943,5
COL11A1,True,0.005219295242720983,1.4577855820917178,0.94857335,3
NTNG1,True,0.024238347738569,2.1134549672073195,2.762091,10
VAV3,True,1.6526070720970671,2.172186594213304,1.0781087,4
VAV3-AS1,True,0.04571988842679855,1.548113433387416,1.2318716,5
KIAA1324,True,0.07878212856627118,1.49692060440084,1.0856744,3
SLC16A1,True,0.27234405380125665,1.519505003349005,0.99078375,4
SLC16A1-AS1,True,0.33436084054021925,1.726429856825585,1.5156412,6
LRIG2-DT,True,0.05787479721570203,1.4661963091161996,1.0197283,3
MAGI3,True,0.24177292480737433,1.990227039726344,2.4476323,10
DENND2C,True,0.04724574576952813,1.4704279357437708,1.013798,4
LINC01762,True,0.10291285340668481,1.7053500444622904,1.6769205,9
TBX15,True,0.01892060709310463,1.3483363813744929,0.6882742,3
WARS2-AS1,True,0.32801419293991385,1.7013575217616754,1.3441767,6
LINC02798,True,0.0976315117230376,1.4754067833698246,1.0334554,4
CD160,True,0.0921713998897433,1.4184418749612628,0.82363456,3
HJV,True,0.010673718482182095,1.5576156408060942,1.2179601,4
AC242426.2,True,0.14557896811689108,1.460747238665371,1.0149395,3
OTUD7B,True,0.1660409581956301,1.5422509428382087,1.2232628,6
ADAMTSL4-AS1,True,1.1414781287412983,2.181261995610499,1.7200488,9
FLG-AS1,True,0.016490730044711202,1.5996701373728304,1.3411734,6
S100A9,True,1.1160103995631774,2.068535320196763,1.309289,6
S100A8,True,0.745321241268277,1.6804114751014805,0.8374973,3
NUP210L,True,0.08254502437017582,1.4058729936047576,0.86812437,4
KCNN3,True,0.021356184387518913,1.3958763259015692,0.77686137,3
FCRL5,True,0.12592295067886058,1.890541175855989,2.015101,8
FCRL3,True,0.16599688641147878,1.5702006385226634,1.2483492,8
FCRL2,True,0.14303403004116946,1.6408900255159704,1.3453001,7
FCRL1,True,0.3406229481768084,2.358030305516223,3.2268054,8
PYHIN1,True,0.9463964371274315,1.927591645608953,1.2822194,5
FCER1A,True,0.032170540888104615,1.3787416553579794,0.74040025,3
FCGR3A,True,0.41805674484773725,1.777439417816454,1.5168552,6
FCGR3B,True,0.006834420033315811,1.435399181753117,0.8864798,4
NOS1AP,True,0.033940197629860044,1.5708669565305464,1.2952973,5
SH2D1B,True,0.09632610024004298,1.51673654245378,1.1417352,5
DDR2,True,0.062291199581640325,1.6392358254568342,1.5192666,7
RGS5,True,0.03569349115130165,1.5150093842582688,1.1046493,5
AL499616.1,True,0.005091500793253179,1.2942683610932837,0.55147964,3
PBX1,True,0.030568836703443618,2.0288987997772594,2.575896,10
FAM78B,True,0.0164124578850039,1.4417469060728438,0.9200269,4
CD247,True,2.2666217512937243,2.9247502419812808,1.6415054,7
NME7,True,0.36271466070149294,1.7857304954292037,1.6286979,7
F5,True,0.18474074809667343,1.441704480261533,0.8397842,3
C1orf112,True,0.313996548842549,1.608497941071373,1.159529,4
BX284613.2,True,0.38857048789262755,2.865743757939199,4.209616,9
MROH9,True,0.1053015246423793,1.808258896720289,1.8222195,6
DNM3,True,0.24025654312400505,1.9854246667299589,2.4655938,10
AL031599.1,True,0.020454890014725727,1.602171008070409,1.3511561,7
TNR,True,0.009516614085024456,1.4998704267064116,1.0461829,5
RASAL2,True,0.12555062906800177,1.8351067744981227,2.0787396,9
RALGPS2,True,0.9873182677244097,2.781232226717534,3.990148,9
ANGPTL1,True,0.1131931515601838,1.5364672378877946,1.2104965,5
RGSL1,True,0.008503062330924125,1.4175606065748876,0.81586677,3
LAMC1,True,0.04835078443007266,1.4730655779234727,1.0382779,3
RGL1,True,0.21050378415580862,1.8025799853127284,1.9708999,10
COLGALT2,True,0.06019131259884729,1.487294555353281,1.0437611,5
C1orf21,True,0.661458587845501,2.21212548901524,2.5610425,10
NIBAN1,True,1.2315656447536938,2.0844107554559814,1.3863437,6
HMCN1,True,0.018418961381128716,1.7176874885206703,1.7055839,9
AL096803.2,True,0.12757004266160463,1.589054824873492,1.3817226,6
PTGS2,True,0.13718716270658532,1.857371897202389,2.195494,8
PLA2G4A,True,0.3163409852970601,1.5797695738930266,1.0193301,4
ERVMER61-1,True,0.25410371846706575,2.3494966162679867,3.5673485,10
AL390957.1,True,0.23325204667877192,1.4995293646428418,1.0525218,5
RGS1,True,0.1867195239760686,1.4822630938541779,0.9323145,5
RGS2,True,0.8028591667337277,1.81010542415978,1.0646169,4
LINC01031,True,0.10272930758136296,1.5685944048229192,1.304357,6
AL136456.1,True,0.8384853889256974,3.9495655625411876,7.5097575,10
KCNT2,True,0.005797442049156688,1.3705900339464192,0.67698675,3
CFH,True,0.07136860417936307,1.461512718726953,0.9741751,4
ASPM,True,0.033546477330404396,1.8651931368348627,2.1013746,8
CRB1,True,0.04217846902932235,1.6223710839770458,1.4594244,8
AL450352.1,True,0.07688133269165226,1.7633605444762306,1.8392419,8
MIR181A1HG,True,1.1425460834029424,2.1833714693160515,1.7138318,8
CAMSAP2,True,0.11687685218865443,1.4750502160512267,1.0475771,4
LGR6,True,0.1215592637582901,1.6646253044422192,1.5553377,9
RHEX,True,0.15174836641595285,2.105683879648215,2.6657577,10
AL596218.1,True,0.009572136748427662,1.305377801983815,0.59492624,3
CR1,True,0.4379286897483752,1.696440721057055,1.2402323,6
G0S2,True,0.1492894912691526,1.510983775453837,1.1673381,6
SYT14,True,0.005106562617146554,1.4208556618241093,0.8878317,3
HHAT,True,0.21771213365914682,1.6490471469072923,1.4108181,6
DTL,True,0.03627404245937506,1.7530846620799967,1.8329426,8
PROX1-AS1,True,0.0037527350006686345,1.2123282445096932,0.6572012,4
CENPF,True,0.04024825361367164,1.6226295419943184,1.4175172,8
ESRRG,True,0.01473373614703503,1.3941045040335056,0.73424643,3
LYPLAL1-DT,True,0.03003348600094008,1.7665420830621947,1.8760024,9
MARK1,True,0.03592833248893979,1.5298727410724333,1.1343391,4
DISP1,True,0.19986501895643252,1.8671179513650487,2.0651822,9
SUSD4,True,0.0982872138070628,1.7485425112127158,1.7956046,10
CNIH3,True,0.09231089682684937,1.5402269877713566,1.2132994,3
ENAH,True,0.014048608325010481,1.437266851331592,0.87519586,4
LIN9,True,0.07050035255672517,1.4956940325693502,1.1202266,4
STUM,True,0.008179191364242926,1.3985783359461144,0.85601294,3
CDC42BPA,True,0.1179947800106463,1.5035752121903223,1.1105069,5
ZNF678,True,0.25762488239120124,1.4347011252976873,0.73024225,3
SIPA1L2,True,0.21089502965474077,1.4486432781900773,0.93835646,3
SLC35F3,True,0.065502242748905,1.7332633678982767,1.7785451,8
EDARADD,True,0.09898930330396963,1.474496186212867,1.0325211,3
CHRM3,True,0.05714057584051839,1.5960849299163917,1.3701963,7
GREM2,True,0.24081339910114904,2.4123794209113316,3.7872517,10
RGS7,True,0.10371152865135294,2.4746766949275276,3.7810678,9
WDR64,True,0.054348790427303104,1.656474004619638,1.5492928,8
PLD5,True,0.024847854942340916,1.7820975429049084,1.8717233,9
CATSPERE,True,0.1648673780759628,1.6874893875530845,1.6309936,9
SMYD3,True,1.9498346534327424,2.419231621556386,1.1888947,5
NLRP3,True,0.5276413991964606,1.686747162735219,1.0555377,5
TRIM58,True,0.027457794275218512,1.3434300586621069,0.6496207,3
SNTG2,True,0.16039712345939058,2.2059831511558046,3.0843363,10
LINC01250,True,0.026032859277454724,1.6847578492051851,1.6080264,8
ALLC,True,0.0015268631219887995,1.2721821865676666,0.6778695,3
RSAD2,True,0.199233438646169,1.5492871687907712,1.0981191,4
LINC00298,True,0.054154888788848866,1.5651191827468938,1.266604,6
LINC00299,True,0.4176233860702803,2.083327389369615,2.5922651,10
MBOAT2,True,0.14697069777676422,1.5862891676729332,1.2985421,7
RRM2,True,0.055282462280133324,1.8978054332687975,2.160427,8
GREB1,True,0.016285170596494005,1.474529767960629,0.9860405,6
MIR3681HG,True,0.15013133715370514,1.7815120821839305,1.6792483,8
AC064875.1,True,0.004894627231302717,1.3804730043856688,0.7118681,3
AC093912.1,True,0.003782716235917144,1.3541911625017422,0.6223418,3
LINC00276,True,0.01422963262598104,1.4905133249754141,1.132518,4
AC068286.2,True,0.024541563918700722,1.813594058545286,1.9753723,10
FAM49A,True,1.3653750015326491,2.2073246958383432,1.4975857,7
GEN1,True,0.26944369905682297,1.6007029344577162,1.2389399,4
LINC01376,True,0.17831444709433011,1.780722954240233,1.8906479,9
WDR35,True,0.13573740181300534,1.5088680451899505,1.1406026,7
LDAH,True,0.29161201134534154,1.615070553948632,1.2221876,7
TDRD15,True,0.00777714358643646,1.2433381501295486,0.7842688,3
AC018742.1,True,0.04034542477281025,2.1488494900401593,2.8894286,9
KLHL29,True,0.11696606817152319,1.7007244582272119,1.6936256,9
DTNB,True,0.8463088284487668,1.7990259802906823,1.0287004,6
GALNT14,True,0.03054982823799072,1.7771852442469331,1.8997351,9
LTBP1,True,0.03304979023270622,1.581742341706189,1.3160981,4
RASGRP3,True,0.22614852830063806,1.7386490054533437,1.5889658,8
AC017050.1,True,0.017962430331306553,1.4715173015174596,1.0025904,4
LINC01320,True,0.10756105451793094,1.8981411969284498,2.1584334,8
CRIM1,True,0.21509431328300402,1.6206576681880704,1.3691216,8
AC006369.1,True,0.23092335554722113,1.4987215226699884,0.9177463,3
RMDN2,True,0.20483385450046782,1.5425898931458946,1.1188493,3
CYP1B1,True,0.213827829372886,1.6313666688677535,1.3248926,5
MAP4K3,True,0.9413134529450119,1.7278010504829233,0.71788156,3
MAP4K3-DT,True,0.23793075674836003,1.6349598152398823,1.4370964,8
SLC8A1,True,1.8856444039913307,3.1357480656181034,2.9605272,10
PLEKHH2,True,0.03552281373050588,1.5102361461681961,1.1521199,4
CAMKMT,True,1.3959799423830028,2.1859669526092853,1.4217554,7
LINC01121,True,0.00273236447929505,1.341643743274503,0.6863513,3
SRBD1,True,0.6664657163445706,1.7184815375092939,0.9980608,4
PRKCE,True,1.648944989357472,2.2770029280166546,1.2490362,5
EPAS1,True,0.04981400210781995,1.5436991003931273,1.259833,6
LINC01118,True,0.05945435447650921,1.504642708840808,1.1208198,4
MSH2,True,0.22383122213204829,1.4827339139402338,1.023899,3
AC092650.1,True,0.21451177343386502,1.8853481661379774,2.1272256,10
NRXN1,True,0.031683592020653774,1.435719560440654,0.90107375,5
AC007402.1,True,0.01812674239652757,1.3367068444291208,0.6072265,3
AC010967.1,True,0.04782870290421961,2.19866037661145,2.9611228,8
ACYP2,True,0.8726673934894544,1.8479450788667697,1.1272948,5
EML6,True,0.07071356447184915,1.7175202484968515,1.6812127,8
AC132153.1,True,0.05993883606279728,1.748215932617138,1.829542,9
LINC01122,True,0.012343344658991697,1.4326596620613832,0.9005604,4
AC007100.1,True,0.020132005944790383,1.9639904827845656,2.3879817,8
AC007381.1,True,0.036751919539321255,1.767660551199835,1.8433402,9
BCL11A,True,0.5320663485297555,2.1736010862850597,2.6341007,9
EHBP1,True,0.7689661612404558,1.881642948714676,1.4120699,6
AC007098.1,True,0.10083554165335831,1.4363271599632106,0.9240091,3
AC009501.3,True,0.062222753692711616,1.53872627084422,1.2256497,6
WDPCP,True,1.1200010958397226,1.9553652929087761,1.1557136,5
PELI1,True,1.8340082310039219,2.439498282959123,1.4065871,7
LINC02245,True,0.3351073060215718,1.644645680925801,1.225458,6
MEIS1,True,0.034858336978619855,1.8820161249868879,2.155573,9
LINC01828,True,0.00503101254939981,1.2990182991750339,0.8979223,4
LINC01829,True,0.04872158071850018,1.8225267986794313,2.022463,9
PLEK,True,0.9929517167106037,1.9331783896143808,1.2367624,4
APLF,True,0.1854290330282202,1.5886509090337795,1.2429384,7
ADD2,True,0.04032321565881301,1.4303519320543638,0.93258375,4
AC005234.2,True,0.003082337276560159,1.3634626371427354,0.73120195,4
DYSF,True,0.48436952471858874,2.0006320845391405,2.1513758,9
SLC4A5,True,0.17287437414225987,1.4821235434077646,1.0546609,4
TACR1,True,0.05846382420458331,1.475080404671163,1.0463201,6
AC007681.1,True,0.05897706227008247,1.6970771412427113,1.6872053,9
AC012494.1,True,0.00719943439136964,1.4239396310557138,0.856052,4
DNAH6,True,0.064872802270618,1.5084374942432324,1.1140393,5
TRABD2A,True,0.5248360717828685,1.7219900843914275,1.128237,5
AC022210.2,True,0.1316876571199549,1.4672838051666595,1.0307399,5
GNLY,True,1.520012260191417,3.395515933058681,4.0957327,10
CD8A,True,0.3482023282470565,1.7037690220862263,1.3715768,7
CD8B,True,0.233632826032265,1.6142018459224416,1.3484915,7
IGKC,True,0.7939059851556691,5.391415130473996,11.505115,10
IGKV4-1,True,0.005011218941280068,1.5184600587954382,1.2253579,5
IGKV1-5,True,0.0012782893701262206,1.043604279781198,0.8798775,3
MAL,True,0.3728687326741037,1.6597097040808522,1.2226774,6
AC092835.1,True,0.028678873363303704,1.4220839381257564,0.9222561,3
DUSP2,True,0.509058058139388,1.6901746143741403,1.1683315,6
TSGA10,True,0.13988604105312075,1.4984338297020519,1.1092823,5
AC079447.1,True,0.24745478213107336,1.8061107484430121,1.9275148,9
AFF3,True,1.6191381479498717,3.711412895053209,5.0565367,9
LONRF2,True,0.009272863057045139,1.3545716025485433,0.7005975,3
NPAS2,True,0.031705790473294804,1.5229057005752284,1.1861283,4
TBC1D8,True,0.5920242207919955,1.7827622555946465,1.2857217,7
IL1R2,True,0.05830607486549953,1.6755622328388793,1.572835,5
IL1R1,True,0.04607216966937565,1.534176957482831,1.2289705,5
IL18R1,True,0.26822782315354676,1.5689893000748096,1.1181031,4
IL18RAP,True,0.21978621337381155,1.7357264552890357,1.596699,9
TMEM182,True,0.09742144978779095,1.9459698844598072,2.3655763,10
AC009505.1,True,0.1940154489724964,1.3917108828078562,0.7442532,3
CCDC138,True,0.25021268707837857,1.810554055735372,1.8912714,9
EDAR,True,0.08598202513337971,1.6018856038435967,1.401903,8
SH3RF3,True,0.39261369063090534,1.9466492330624525,2.0766127,10
AC017002.6,True,0.00592484794708077,1.2712904364767847,0.53517765,3
IL1B,True,0.27712603672713,2.4617454902629436,4.009949,10
IL1RN,True,0.0417401349194744,1.3893217969002465,0.849975,3
DPP10,True,0.02813571012012859,1.4493968191508837,0.98682207,4
EPB41L5,True,0.2595674547013777,1.6664266209273073,1.4596306,7
AC011246.1,True,0.11851128165073424,2.1704207530710242,2.955744,10
NCKAP5,True,0.02220682567481694,1.6027494760538978,1.348151,6
MGAT5,True,1.6978047422223033,2.385380344863959,1.5129435,7
TMEM163,True,0.12231164710805235,1.807698118852104,1.9932883,8
CCNT2-AS1,True,0.1861294966872654,1.6864488055344915,1.5833671,9
ACMSD,True,0.03423779996740775,1.42331465409379,0.91208214,3
ZRANB3,True,0.43893223975095985,1.7235575016242464,1.2946147,6
AC114763.1,True,0.13300712192399464,1.604779010591334,1.3455828,6
LRP1B,True,0.10240662851474538,1.5929515959854907,1.3650663,3
KYNU,True,1.1864580813942067,2.3378203599882372,2.1276968,9
GTDC1,True,0.9693928017149259,1.9438432027557924,1.3106366,7
ZEB2,True,2.9350416717619434,3.3992591732285375,1.2293079,5
TEX41,True,0.09479237577544355,1.4713363190224424,1.0079045,4
ACVR2A,True,0.7527348532933691,1.8904979544073637,1.4607027,8
MBD5,True,1.674591085729304,2.0649473895645336,0.7993388,3
AC105402.3,True,0.8760317774499278,2.385264649806071,2.7213984,8
KIF5C,True,0.1940483743620594,1.5173476688706133,1.0203618,5
LYPD6B,True,0.009920271918416311,1.666369484894206,1.5231978,4
AC007364.1,True,0.07896388889145492,1.765896451710974,1.8982868,4
TNFAIP6,True,0.042502301356976045,1.5462885709116965,1.2852118,4
NEB,True,0.09967293221416748,1.476048311500647,1.0316496,4
CACNB4,True,0.09799693641410467,1.6924096596330238,1.6189972,9
FMNL2,True,0.2939406847016075,2.2465960502607594,3.2132354,10
GALNT13,True,0.016637757998811814,1.8501548871024673,2.0449746,5
LINC01876,True,0.1931871468573705,2.317048709990591,3.4929917,10
ACVR1C,True,0.1359250541868585,1.86040180562055,2.0967872,10
UPP2,True,0.05302923255598563,1.675954224699672,1.5957133,8
PKP4,True,0.4491436542268981,1.7207903976199588,1.3130295,6
TANC1,True,0.032504697390843475,1.500755735671061,1.0828749,5
AC009961.1,True,0.0862445402974697,1.4714701218777713,1.0385079,3
SLC4A10,True,0.1615498971968518,2.59412531854748,4.076988,10
DPP4,True,0.2851181249555065,1.649095679790182,1.3170216,5
FAP,True,0.004099754036132921,1.3828057537725549,0.8587901,3
GRB14,True,0.007934432095329241,1.431841200544425,0.8656697,4
COBLL1,True,0.6469350709244058,2.926845350436132,4.9579325,10
AC019197.1,True,0.10098041013123851,1.933306036170699,2.3011622,9
SLC38A11,True,0.061357479200731646,2.1267585949417813,2.7520134,8
SCN3A,True,0.04953049507302226,1.8701017605704546,2.1163843,8
SCN2A,True,0.01146350185775279,1.583950142801203,1.3348078,5
AC009495.1,True,0.08972327372063307,1.503412131416387,1.1285647,5
SCN9A,True,0.04181862782864112,1.69622123287821,1.633004,8
AC073050.1,True,0.0073366498987239796,1.489570155650339,1.0512369,4
AC016723.1,True,0.05587645621664231,1.5373009677687615,1.2317654,5
CERS6,True,1.4075640524263209,1.9985368089588085,1.0039401,3
SPC25,True,0.012037270565513425,1.3294749261905143,0.5895368,3
MYO3B,True,0.10204422252205125,2.2611699018822216,3.2193165,10
METTL8,True,0.3117216783289206,1.5355120325764142,0.9103484,4
DCAF17,True,0.23736391044030092,1.4727535596393517,0.9824129,3
METAP1D,True,0.10734414383176136,1.5135858556240778,1.1451912,5
ITGA6,True,0.6487526219541314,1.8993012704511156,1.5952107,6
RAPGEF4,True,0.02787516933444544,1.584004313870412,1.3308556,5
MAP3K20,True,0.629164738801754,1.6409351289245895,0.8544443,3
CHN1,True,0.10953029570350895,1.8786803445937774,2.1818745,10
MTX2,True,0.20646499488638556,1.479832964785797,0.9341948,3
OSBPL6,True,0.013430412523159383,1.450027270395486,0.95552826,6
TTN,True,0.8521923398498329,2.0819101121728947,1.9167006,7
AC092640.1,True,0.08988278546555388,1.4523797178501867,0.9915878,4
CCDC141,True,0.35556987237802334,1.7404399934344377,1.4257294,5
LINC01934,True,1.190581986478303,2.9230954898831336,3.8645313,10
PPP1R1C,True,0.003760214998923479,1.2830698434236227,0.42898875,4
PDE1A,True,0.010669318784200753,1.64015450070562,1.4938606,6
NCKAP1,True,0.1036885754816601,1.5842385312203169,1.3355702,8
AC021851.2,True,0.10438564593717614,2.040913504334166,2.6190188,10
ZNF804A,True,0.8628924961195773,2.4003625466691605,2.8906252,10
AC009315.1,True,0.03673834890495169,1.6944990741234385,1.6975449,7
FSIP2-AS1,True,0.06944360276563152,1.6929682487722026,1.6733594,8
LINC01473,True,0.9083770051825619,2.2627988914758332,2.33729,10
AC007319.1,True,0.05474044393575793,1.6218415798132337,1.4351035,4
CALCRL,True,0.13490114230775568,1.7280892733419013,1.6993642,9
TFPI,True,0.017542575845265158,1.4081783472460379,0.87767285,3
COL5A2,True,0.032145250185119024,1.872452071156251,2.153208,9
AC013468.1,True,0.010863990543159004,1.3033304531647834,0.5548426,3
C2orf88,True,0.08555161656434561,1.459401290956961,1.0330734,3
AC108047.1,True,0.02979681246373623,1.395623629852192,0.8413725,3
STAT4,True,1.7671131866524459,2.3782565209384083,1.3387487,4
MYO1B,True,0.017130412423449454,1.4693740171511132,1.033248,4
NABP1,True,0.831392030969256,1.6283364206471584,0.5443791,3
CAVIN2,True,0.04587498491964247,2.0511526982370016,2.6407804,10
AC098617.1,True,0.003352485305233721,1.6067602152337948,1.3153019,4
LINC01821,True,0.014954926870347093,1.4665688800752736,1.0413235,5
LINC01790,True,0.0062249774206897986,1.3945784640511216,0.80297023,3
AC010983.1,True,0.05660348331653371,1.712815455618145,1.7083448,8
AC104823.1,True,0.018903170715381088,1.392076682367203,0.8365618,4
AC064834.1,True,0.14360770672433262,2.6916269036752487,4.449256,10
DNAH7,True,0.05238652167878751,1.3421645136459959,0.6915404,3
PGAP1,True,0.361763697363438,1.7453930745104784,1.5592731,8
AC011997.1,True,0.14224632449602936,1.6839600762757452,1.6299981,8
PLCL1,True,1.3684203899319214,2.778419909746773,3.1013045,10
SATB2,True,0.03130413629460466,1.4549414446938085,0.959936,3
FTCDNL1,True,0.1132840603380623,1.4665350585012604,1.0099847,5
SPATS2L,True,0.23198506003282898,1.6628219939360984,1.486609,7
FLACC1,True,0.10727626424491905,1.4823394948514876,1.0560583,4
RAPH1,True,0.1962047955663833,1.4349064027052738,0.9199794,3
CD28,True,0.8168161670416044,1.8955079717929846,1.4362764,7
CTLA4,True,0.14185681906342623,1.4524886527467884,0.8794851,4
ICOS,True,0.4420666176414897,1.7393020849534409,1.4147003,7
PARD3B,True,0.11808446412760268,2.090317553425156,2.7637877,10
